Bitrix ID,Название сайта,Бренд,1С-код,1С-Артикул,1С-Наименование,signature,brand_ok,confidence,method,1С-код(было Cursor),сравнение
2261,"Батарея аккумуляторная 10НКГЦ- 0,9 (НИАИ)",4704,КА-00001365,,"Аккумулятор  10НКГЦ - 0,94",10НКГЦ0,no,0.85,sig,,new
2264,"Батарея аккумуляторная 10НКГЦ- 1,3-2",4704,КА-00001366,,"Аккумулятор   10НКГЦ - 1,2",10НКГЦ1,no,0.6,sig+generic,,new
2273,Батарея аккумуляторная 10НКГЦ- 6-2,4704,КА-00001365,,"Аккумулятор  10НКГЦ - 0,94",10НКГЦ,no,0.6,sig+generic,,new
2326,Батарея аккумуляторная 5НК- 80 (без электролита) (ЗАИТ),4705,КА-00006874,,Аккумулятор НК-80 (без электролита),80БЕЗЭЛЕКТРОЛИТА,no,0.95,sig,,new
2360,Батарея аккумуляторная 90KL-375 P (без электролита) (ЗАИТ),4705,КА-00004895,,Аккумулятор 90 KL 375 P,90KL375P,no,0.85,sig,,new
2361,Батарея аккумуляторная 90KL-375 P (с электролитом) (ЗАИТ),4705,КА-00004895,,Аккумулятор 90 KL 375 P,90KL375P,no,0.85,sig,,new
2362,Батарея аккумуляторная 90KL-375 PК (без электролита) (ЗАИТ),4705,КА-00004895,,Аккумулятор 90 KL 375 P,90KL375,no,0.85,sig,,new
2363,Батарея аккумуляторная 90KL-375 PК (с электролитом) (ЗАИТ),4705,КА-00004895,,Аккумулятор 90 KL 375 P,90KL375,no,0.85,sig,,new
2715,"Аккумулятор Leoch DJW 12-0.8 (AGM, 0.8Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2716,"Аккумулятор Yuasa NP 0.8-12 (AGM, 0.8Ah)",,ФР-00000381,О1.3.52.38.,"Аккумулятор Genesis NP0.8-12 Blok(12V, 0.8Ah), изг.CN",NP0812,no,0.85,sig,ФР-00000381,agree
2719,"Аккумулятор Alarm Force FB 1.2-12 (AGM, 1.2Ah)",4609,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new
2720,"Аккумулятор General Security GS 1.2-12 (AGM, 1.2Ah)",,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,ФР-00001350,differ
2721,"Аккумулятор General Security GSL 1.2-12 (AGM, 1.2Ah)",4637,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new
2722,"Аккумулятор Security Force SF 12012 (AGM, 1.2Ah)",,КА-00005713,,Аккумуляторная батарея SF 12012 Security Force /Китай,SF12012,no,0.85,sig,КА-00005713,agree
2726,"Аккумулятор Yuasa NP 1.2-12 (AGM, 1.2Ah)",4697,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new
2729,"Аккумулятор Leoch DJW 12-1.3 (AGM, 1.3Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2734,"Аккумулятор CSB TPL121000 (AGM, 100Ah)",,КА-00004693,,Аккумулятор WBR TPL121000 (12V / 100Ah),TPL121000,yes,0.95,sig+brand,КА-00004693,agree
2740,"Аккумулятор Security Force SF 12100 (AGM, 100Ah)",,КА-00001342,,"Аккумуляторная батарея SF 12100 Security Force, 2020081003 /Китай/",SF12100,no,0.85,sig,КА-00001342,agree
2741,"Аккумулятор Sonnenschein A412/100 A для ИБП (GEL, 100Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002840,differ
2742,"Аккумулятор Sonnenschein A412/100 F10 для ИБП (GEL, 100Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2745,"Аккумулятор WBR TPL 121000 (AGM, 100Ah)",,КА-00004693,,Аккумулятор WBR TPL121000 (12V / 100Ah),WBRTPL121000,yes,0.95,sig+brand,КА-00004693,agree
2752,"Аккумулятор Sprinter XP12V3400 (AGM, 105Ah)",,КА-00002003,,Аккумуляторная батарея SPRINTER XP12V3400 (Португалия),SPRINTERXP12V3400,yes,0.95,sig+brand,КА-00002003,agree
2756,"Аккумулятор Sonnenschein A512/10 S для ИБП (GEL, 10Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
2758,"Аккумулятор Sonnenschein A512/115 A для ИБП (GEL, 115Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
2763,"Аккумулятор Sonnenschein A412/120 A для ИБП (GEL, 120Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2766,"Аккумулятор Sonnenschein A412/120FT для ИБП (GEL, 120Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2767,"Аккумулятор Sonnenschein A512/120 A для ИБП (GEL, 120Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
2768,"Аккумулятор Восток PRO СК-12120 (AGM, 120Ah)",,ФР-00000162,СК12120,СК 12120 ВОСТОК Аккумуляторная батарея. Страна ввоза: РФ,СК12120,yes,0.95,sig+brand,ФР-00000162,agree
2776,"Аккумулятор Alarm Force FB 12-12 (AGM, 12Ah)",4609,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new
2777,"Аккумулятор CSB GP12120 F2 (AGM, 12Ah)",,ФР-00001873,,Аккумуляторная батарея CSB GP 12120 F2 12V/12Ah страна происхождения: Вьетнам,CSBGP12120F2,yes,0.95,sig+brand,ФР-00001873,agree
2779,"Аккумулятор CSB GPL12120 F2 (AGM, 12Ah)",,КА-00003294,,Аккумуляторная батарея Ventura GPL 12-120,GPL12120,no,0.85,sig,КА-00003294,agree
2781,"Аккумулятор General Security GSL 12-12 (AGM, 12Ah)",4637,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new
2783,"Аккумулятор Leoch DJW 12-12 (AGM, 12Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2785,"Аккумулятор Optimus OP 1212 (AGM, 12Ah)",4663,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new
2786,"Аккумулятор Security Force SF 1212 (AGM, 12Ah)",,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,КА-00002600,differ
2787,"Аккумулятор Sonnenschein A412/12 SR для ИБП (GEL, 12Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2788,"Аккумулятор WBR GP 12120 F2 (AGM, 12Ah)",4690,ФР-00001873,,Аккумуляторная батарея CSB GP 12120 F2 12V/12Ah страна происхождения: Вьетнам,GP12120F2,no,0.85,sig,,new
2792,"Аккумулятор Yuasa NP 12-12 (AGM, 12Ah)",4697,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new
2807,"Аккумулятор Sonnenschein A512/140 A для ИБП (GEL, 140Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
2819,"Аккумулятор Восток PRO СК-12150 (AGM, 150Ah)",,КА-00001624,,Аккумуляторная батарея СК 12150 Восток,СК12150,no,0.85,sig,КА-00001624,agree
2825,"Аккумулятор Sonnenschein A512/16 G5 для ИБП (GEL, 16Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
2826,"Аккумулятор Sonnenschein A412/170FT для ИБП (GEL, 170Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2829,"Аккумулятор CSB GP12170 (AGM, 17Ah)",,КА-00001750,П1.2.52.26.,"Аккумуляторная батарея CSB GP 12170 B1 (12V/17Ah), ВЬЕТНАМ",CSBGP12170,yes,0.95,sig+brand,КА-00000471,differ
2832,"Аккумулятор WBR GP 12170 (AGM, 17Ah)",,КА-00005830,,GP12170 WBR Свинцово-кислотный аккумулятор,GP12170,yes,0.6,sig+brand+generic,КА-00005830,agree
2835,"Аккумулятор Sonnenschein A412/180 A для ИБП (GEL, 180Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2837,"Аккумулятор Sonnenschein A412/180 F10 для ИБП (GEL, 180Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2842,"Аккумулятор Sonnenschein A606/200 V0 для ИБП (GEL, 185Ah)",,КА-00002596,,"Аккумуляторная батарея Sonnenschein A606/200 (6V 4 OPzV200), ИСПАНИЯ",SONNENSCHEINA606,yes,0.95,sig+brand,КА-00002596,agree
2844,"Аккумулятор Sprinter XP12V5300FT (AGM, 186Ah)",4681,КА-00004466,,Аккумуляторная батарея Sprinter XP 12V5300 FT 12V186AH,XP12V5300FT,no,0.95,sig,,new
2846,"Аккумулятор Marathon XL6V180 (AGM, 187Ah)",,КА-00002209,,Аккумуляторная батарея Marathon XL6V180 клемы F1,MARATHONXL6V180,yes,0.95,sig+brand,КА-00002209,agree
2847,"Аккумулятор Marathon XL6V180 V0 (AGM, 187Ah)",,КА-00002209,,Аккумуляторная батарея Marathon XL6V180 клемы F1,MARATHONXL6V180,yes,0.95,sig+brand,КА-00002209,agree
2851,"Аккумулятор Leoch DJW 12-18 (AGM, 18Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2852,"Аккумулятор Optimus OP 1218 (AGM, 18Ah)",4663,КА-00000141,,Аккумуляторная батарея GP 12-18 AGM/CONTACT /Вьетнам/,1218AGM,no,0.85,sig,,new
2853,"Аккумулятор Security Force SF 1218 (AGM, 18Ah)",,КА-00000141,,Аккумуляторная батарея GP 12-18 AGM/CONTACT /Вьетнам/,1218AGM,no,0.85,sig,КА-00003022,differ
2854,"Аккумулятор Восток PRO СК-1218 (AGM, 18Ah)",,ФР-00000462,,СК-1218 ВОСТОК Аккумуляторная батарея. Страна ввоза: РФ. Производство: Китай,СК1218,yes,0.95,sig+brand,ФР-00000462,agree
2857,"Аккумулятор Yuasa NP 2.1-12 (AGM, 2.1Ah)",4697,КА-00005320,,"Аккумулятор Ventura HR 1290W (AGM, 21Ah)/ Китай",AGM21AH,no,0.85,sig,КА-00005320,agree
2862,"Аккумулятор Leoch DJW 12-2.3 (AGM, 2.3Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW122,yes,0.95,sig+brand,КА-00002491,agree
2881,"Аккумулятор Sonnenschein A512/200 A для ИБП (GEL, 200Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
2891,"Аккумулятор Delta HR 12-80W (AGM, 20Ah)",,ФР-00002111,,"Аккумулятор Delta HR 12-80W, страна ввоза Россия",DELTAHR1280W,yes,0.95,sig+brand,ФР-00002111,agree
2892,"Аккумулятор Sonnenschein A412/20 G5 для ИБП (GEL, 20Ah)",,КА-00003713,,Аккумуляторная батарея Sonnenschein A412/20 G5,SONNENSCHEINA41220,yes,0.95,sig+brand,КА-00003713,agree
2900,"Аккумулятор Leoch DJW 12-24 (AGM, 24Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2911,"Аккумулятор Sonnenschein A512/25 G5 для ИБП (GEL, 25Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
2912,"Аккумулятор CSB GP12260 (AGM, 26Ah)",,ФР-00001875,,Аккумуляторная батарея CSB GP 12260 F2 12V/26Ah,CSBGP12260,yes,0.95,sig+brand,ФР-00001875,agree
2914,"Аккумулятор Delta DT 1226 (AGM, 26Ah)",,ФР-00000295,"DTM1226 12В, 26Ач","Delta DT1226 12В, 26Ач Аккумуляторная батарея. Страна ввоза: РФ",DELTADT1226,no,0.95,sig,КА-00002449,differ
2915,"Аккумулятор Delta DTM 1226 (AGM, 26Ah)",,КА-00003468,,Аккумуляторная батарея DTM 1226 Delta,DTM1226,yes,0.95,sig+brand,КА-00003468,agree
2916,"Аккумулятор Delta HRL 12-155W (AGM, 26Ah)",,КА-00003302,,Аккумуляторная батарея HRL 12-155 W (12V28Ah),HRL12155W,yes,0.95,sig+brand,КА-00000259,differ
2920,"Аккумулятор Leoch DJW 12-26 (AGM, 26Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2921,"Аккумулятор MNB MS 26-12 (AGM, 26Ah)",4656,ФР-00002109,,Аккумулятор MHB MS 26-12,MS2612,no,0.85,sig,,new
2922,"Аккумулятор Optimus OP 1226 (AGM, 26Ah)",4663,КА-00000317,,"Аккумуляторная батарея GPL 12-26 AGM/CONTACT, ВЬЕТНАМ",1226AGM,no,0.85,sig,,new
2923,"Аккумулятор Security Force SF 1226 (AGM, 26Ah)",,КА-00003366,,Аккумулятор Security Force SF 1226 /Китай,FORCESF1226,yes,0.95,sig+brand,КА-00002402,differ
2924,"Аккумулятор Sprinter P12V600 (AGM, 26Ah)",,КА-00001647,,Аккумулятор Sprinter P12V600 (12V / 24Ah),SPRINTERP12V600,yes,0.95,sig+brand,КА-00001647,agree
2926,"Аккумулятор WBR GP 12260 (AGM, 26Ah)",,КА-00005816,,GP12260 WBR Свинцово-кислотный аккумулятор,GP12260,yes,0.6,sig+brand+generic,КА-00005816,agree
2927,"Аккумулятор Восток PRO СК-1226 (AGM, 26Ah)",4702,КА-00000317,,"Аккумуляторная батарея GPL 12-26 AGM/CONTACT, ВЬЕТНАМ",1226AGM,no,0.85,sig,,new
2929,"Аккумулятор Sonnenschein A606/300 V0 для ИБП (GEL, 300Ah)",,КА-00002596,,"Аккумуляторная батарея Sonnenschein A606/200 (6V 4 OPzV200), ИСПАНИЯ",SONNENSCHEINA606,yes,0.95,sig+brand,КА-00002596,agree
2935,"Аккумулятор Delta HRL 12-26 (AGM, 28Ah)",,КА-00001894,,Аккумуляторная батарея Delta HRL 12-26 Х (12V 28Ah),DELTAHRL1226,yes,0.6,sig+brand+generic,КА-00001894,agree
2936,"Аккумулятор Leoch DJW 12-28 (AGM, 28Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2937,"Аккумулятор Leoch DJW 12-28H (AGM, 28Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2940,"Аккумулятор Delta DTM 12032 (AGM, 3.2Ah)",,КА-00001062,П1.1.52.29.,Аккумуляторная батарея  DTM12032 Delta /Вьетнам/,DTM12032,no,0.85,sig,КА-00001062,agree
2947,"Аккумулятор Leoch DJW 12-3.2 (AGM, 3.2Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2951,"Аккумулятор Delta DT 12032 (AGM, 3.3Ah)",,ФР-00000147,DT12032,"Аккумуляторная батарея Delta DT12032 12В 3,3Ач  Страна ввоза: РФ, Страна изготовитель: Вьетнам.",DELTADT12032,yes,0.95,sig+brand,ФР-00000147,agree
2952,"Аккумулятор Delta DT 6033 (AGM, 3.3Ah)",,ФР-00000052,,Аккумуляторная батарея Delta DT 6033 6В 3.3Ач (125мм) Страна ввоза: РФ,DELTADT6033,yes,0.95,sig+brand,КА-00002999,differ
2955,"Аккумулятор Delta DT 4035 (AGM, 3.5Ah)",,ФР-00000030,П1.3.52.29.,"Аккумуляторная батарея Delta DT 4035 4В 3,5Ач Страна ввоза: РФ, Страна изготовитель: Вьетнам.",DELTADT4035,yes,0.95,sig+brand,ФР-00000030,agree
2965,"Аккумулятор Sonnenschein A512/30 G6 для ИБП (GEL, 30Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree
2966,"Аккумулятор Sonnenschein A412/32 F10 для ИБП (GEL, 32Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2967,"Аккумулятор Sonnenschein A412/32 G6 для ИБП (GEL, 32Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ
2971,"Аккумулятор Delta DT 1233 (AGM, 33Ah)",,КА-00002817,,Аккумулятор Delta DT12-33,DELTADT1233,yes,0.95,sig+brand,КА-00002817,agree
2972,"Аккумулятор Delta DTM 1233 L (AGM, 33Ah)",,КА-00002593,,Аккумуляторная батарея Delta DTM 1233 L,DELTADTM1233L,yes,0.95,sig+brand,КА-00002816,differ
2973,"Аккумулятор Delta HRL 12-33 (AGM, 33Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
2977,"Аккумулятор Leoch DJW 12-33 (AGM, 33Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
2997,"Аккумулятор Yuasa NP 4-6 (AGM, 4Ah)",4697,КА-00003548,,Аккумулятор Yuasa NP4-12 (12V / 4Ah),YUASANP4,no,0.85,sig,,new
2998,"Аккумулятор Yuasa NP 4-12 (AGM, 4Ah)",,КА-00003548,,Аккумулятор Yuasa NP4-12 (12V / 4Ah),YUASANP412,yes,0.95,sig+brand,КА-00003548,agree
2999,"Аккумулятор Alarm Force FB 4.5-12 (AGM, 4.5Ah)",4609,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3000,"Аккумулятор CSB GP1245 F2 (AGM, 4.5Ah)",4619,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3002,"Аккумулятор CSB GP645 F2 (AGM, 4.5Ah)",4619,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new
3003,"Аккумулятор Delta DT 12045 (AGM, 4.5Ah)",,ФР-00000145,О3.2.52.29.,"Аккумуляторная батарея Delta DT 12045 12В 4,5Ач  Страна ввоза: РФ, Страна изготовитель: Гонконг.",DELTADT12045,yes,0.95,sig+brand,КА-00002148,differ
3004,"Аккумулятор Delta DT 4045 (AGM, 4.5Ah)",,ФР-00001468,О1.2.52.29.,"Аккумуляторная батарея Delta DT 4045 (4V4,5Ah) Страна ввоза: РФ, Страна изготовитель: Китай.",DELTADT4045,yes,0.95,sig+brand,КА-00001502,differ
3005,"Аккумулятор Delta DT 6045 (AGM, 4.5Ah)",,ФР-00000091,0002\А3,"Аккумуляторная батарея Delta DT 6045 6В 4.5Ач Страна ввоза: РФ, Страна изготовитель: Китай.",DELTADT6045,yes,0.95,sig+brand,КА-00002996,differ
3006,"Аккумулятор Delta DTM 12045 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00002148,differ
3007,"Аккумулятор Delta DTM 6045 (AGM, 4.5Ah)",4622,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new
3008,"Аккумулятор Delta HR 12-4.5 (AGM, 4.5Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ
3009,"Аккумулятор Delta HR 6-4.5 (AGM, 4.5Ah)",4622,КА-00001895,,"Аккумуляторная батарея Delta HR 6-12 6В, 12Ач Страна ввоза: РФ.",DELTAHR6,no,0.85,sig,КА-00003890,differ
3010,"Аккумулятор Fiamm FG10451 (AGM, 4.5Ah)",,ФР-00001785,,Аккумуляторная батарея FIAMM FG10451 6V/4.5Ah,FIAMMFG10451,yes,0.95,sig+brand,ФР-00001785,agree
3011,"Аккумулятор Fiamm FG20451 (AGM, 4.5Ah)",4634,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3012,"Аккумулятор General Security GS 4.5-12 (AGM, 4.5Ah)",4637,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3013,"Аккумулятор General Security GS 4.5-6 (AGM, 4.5Ah)",4637,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3014,"Аккумулятор General Security GSL 4.5-12 (AGM, 4.5Ah)",4637,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new
3015,"Аккумулятор General Security GSL 4.5-6 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,ФР-00001735,differ
3016,"Аккумулятор Leoch DJW 12-4.5 (AGM, 4.5Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree
3017,"Аккумулятор Leoch DJW 6-4.5 (AGM, 4.5Ah)",4649,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3018,"Аккумулятор MNB MS 4.5-12 F1 (AGM, 4.5Ah)",4656,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3019,"Аккумулятор MNB MS 4.5-6 F1 (AGM, 4.5Ah)",4656,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3020,"Аккумулятор Optimus OP 12045 (AGM, 4.5Ah)",4663,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new
3021,"Аккумулятор Panasonic LC-R124R5PD (AGM, 4.5Ah)",4664,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
3022,"Аккумулятор Security Force SF 12045 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003688,differ
3023,"Аккумулятор Security Force SF 6045 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00000326,differ
3024,"Аккумулятор WBR GP 1245 (AGM, 4.5Ah)",4690,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",1245AGM45AH,no,0.95,sig,КА-00003890,agree
3025,"Аккумулятор WBR GP 645 (AGM, 4.5Ah)",4690,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new
3027,"Аккумулятор CSB GP12400 (AGM, 40Ah)",,КА-00004141,,"Аккумуляторная батарея CSB GP 12400 12V/40Ah, Вьетнам/Китай",CSBGP12400,yes,0.95,sig+brand,КА-00004141,agree
3028,"Аккумулятор CSB GPL12400 (AGM, 40Ah)",,КА-00004142,,"Аккумуляторная батарея CSB GPL 12400 12V/40Ah, Вьетнам/Китай",CSBGPL12400,yes,0.95,sig+brand,КА-00004142,agree
3029,"Аккумулятор Delta DT 1240 (AGM, 40Ah)",,ФР-00000946,DT1240,Аккумуляторная батарея Delta DT1240 12В 40Ач  Страна ввоза: РФ. Страна изг.: Вьетнам,DELTADT1240,yes,0.95,sig+brand,ФР-00000946,agree
3030,"Аккумулятор Delta DTM 1240 L (AGM, 40Ah)",,КА-00002238,,"Аккумуляторная батарея DTM 1240 L Delta, /Вьетнам/",DTM1240L,yes,0.6,sig+brand+generic,КА-00002238,agree
3036,"Аккумулятор Optimus OP 1240 (AGM, 40Ah)",4663,КА-00000316,,Аккумуляторная батарея GPL 12-40 AGM/CONTACT/Вьетнам/,1240AGM,no,0.85,sig,,new
3037,"Аккумулятор Security Force SF 1240 (AGM, 40Ah)",,КА-00000316,,Аккумуляторная батарея GPL 12-40 AGM/CONTACT/Вьетнам/,1240AGM,no,0.85,sig,КА-00002371,differ
