Bitrix ID,Название сайта,Бренд,1С-код,1С-Артикул,1С-Наименование,signature,brand_ok,confidence,method,1С-код(было Cursor),сравнение,exclusion_reasons,selection_rule_version
2273,Батарея аккумуляторная 10НКГЦ- 6-2,4704,КА-00001365,,"Аккумулятор  10НКГЦ - 0,94",10НКГЦ,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2326,Батарея аккумуляторная 5НК- 80 (без электролита) (ЗАИТ),4705,КА-00006874,,Аккумулятор НК-80 (без электролита),80БЕЗЭЛЕКТРОЛИТА,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2360,Батарея аккумуляторная 90KL-375 P (без электролита) (ЗАИТ),4705,КА-00004895,,Аккумулятор 90 KL 375 P,90KL375P,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2361,Батарея аккумуляторная 90KL-375 P (с электролитом) (ЗАИТ),4705,КА-00004895,,Аккумулятор 90 KL 375 P,90KL375P,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2362,Батарея аккумуляторная 90KL-375 PК (без электролита) (ЗАИТ),4705,КА-00004895,,Аккумулятор 90 KL 375 P,90KL375,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2363,Батарея аккумуляторная 90KL-375 PК (с электролитом) (ЗАИТ),4705,КА-00004895,,Аккумулятор 90 KL 375 P,90KL375,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2715,"Аккумулятор Leoch DJW 12-0.8 (AGM, 0.8Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2716,"Аккумулятор Yuasa NP 0.8-12 (AGM, 0.8Ah)",,ФР-00000381,О1.3.52.38.,"Аккумулятор Genesis NP0.8-12 Blok(12V, 0.8Ah), изг.CN",NP0812,no,0.85,sig,ФР-00000381,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
2719,"Аккумулятор Alarm Force FB 1.2-12 (AGM, 1.2Ah)",4609,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2720,"Аккумулятор General Security GS 1.2-12 (AGM, 1.2Ah)",,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,ФР-00001350,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2721,"Аккумулятор General Security GSL 1.2-12 (AGM, 1.2Ah)",4637,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2722,"Аккумулятор Security Force SF 12012 (AGM, 1.2Ah)",,КА-00005713,,Аккумуляторная батарея SF 12012 Security Force /Китай,SF12012,no,0.85,sig,КА-00005713,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
2726,"Аккумулятор Yuasa NP 1.2-12 (AGM, 1.2Ah)",4697,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2729,"Аккумулятор Leoch DJW 12-1.3 (AGM, 1.3Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2734,"Аккумулятор CSB TPL121000 (AGM, 100Ah)",,КА-00004693,,Аккумулятор WBR TPL121000 (12V / 100Ah),TPL121000,yes,0.95,sig+brand,КА-00004693,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2740,"Аккумулятор Security Force SF 12100 (AGM, 100Ah)",,КА-00001342,,"Аккумуляторная батарея SF 12100 Security Force, 2020081003 /Китай/",SF12100,no,0.85,sig,КА-00001342,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
2741,"Аккумулятор Sonnenschein A412/100 A для ИБП (GEL, 100Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002840,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2742,"Аккумулятор Sonnenschein A412/100 F10 для ИБП (GEL, 100Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2745,"Аккумулятор WBR TPL 121000 (AGM, 100Ah)",,КА-00004693,,Аккумулятор WBR TPL121000 (12V / 100Ah),WBRTPL121000,yes,0.95,sig+brand,КА-00004693,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2756,"Аккумулятор Sonnenschein A512/10 S для ИБП (GEL, 10Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2758,"Аккумулятор Sonnenschein A512/115 A для ИБП (GEL, 115Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2763,"Аккумулятор Sonnenschein A412/120 A для ИБП (GEL, 120Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2766,"Аккумулятор Sonnenschein A412/120FT для ИБП (GEL, 120Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2767,"Аккумулятор Sonnenschein A512/120 A для ИБП (GEL, 120Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2776,"Аккумулятор Alarm Force FB 12-12 (AGM, 12Ah)",4609,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2777,"Аккумулятор CSB GP12120 F2 (AGM, 12Ah)",,ФР-00001873,,Аккумуляторная батарея CSB GP 12120 F2 12V/12Ah страна происхождения: Вьетнам,CSBGP12120F2,yes,0.95,sig+brand,ФР-00001873,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2779,"Аккумулятор CSB GPL12120 F2 (AGM, 12Ah)",,КА-00003294,,Аккумуляторная батарея Ventura GPL 12-120,GPL12120,no,0.85,sig,КА-00003294,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2781,"Аккумулятор General Security GSL 12-12 (AGM, 12Ah)",4637,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2783,"Аккумулятор Leoch DJW 12-12 (AGM, 12Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2785,"Аккумулятор Optimus OP 1212 (AGM, 12Ah)",4663,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2786,"Аккумулятор Security Force SF 1212 (AGM, 12Ah)",,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,КА-00002600,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2787,"Аккумулятор Sonnenschein A412/12 SR для ИБП (GEL, 12Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2788,"Аккумулятор WBR GP 12120 F2 (AGM, 12Ah)",4690,ФР-00001873,,Аккумуляторная батарея CSB GP 12120 F2 12V/12Ah страна происхождения: Вьетнам,GP12120F2,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2792,"Аккумулятор Yuasa NP 12-12 (AGM, 12Ah)",4697,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2807,"Аккумулятор Sonnenschein A512/140 A для ИБП (GEL, 140Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2819,"Аккумулятор Восток PRO СК-12150 (AGM, 150Ah)",,КА-00001624,,Аккумуляторная батарея СК 12150 Восток,СК12150,no,0.85,sig,КА-00001624,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
2825,"Аккумулятор Sonnenschein A512/16 G5 для ИБП (GEL, 16Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2826,"Аккумулятор Sonnenschein A412/170FT для ИБП (GEL, 170Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2832,"Аккумулятор WBR GP 12170 (AGM, 17Ah)",,КА-00005830,,GP12170 WBR Свинцово-кислотный аккумулятор,GP12170,yes,0.6,sig+brand+generic,КА-00005830,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
2835,"Аккумулятор Sonnenschein A412/180 A для ИБП (GEL, 180Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2837,"Аккумулятор Sonnenschein A412/180 F10 для ИБП (GEL, 180Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2842,"Аккумулятор Sonnenschein A606/200 V0 для ИБП (GEL, 185Ah)",,КА-00002596,,"Аккумуляторная батарея Sonnenschein A606/200 (6V 4 OPzV200), ИСПАНИЯ",SONNENSCHEINA606,yes,0.95,sig+brand,КА-00002596,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2844,"Аккумулятор Sprinter XP12V5300FT (AGM, 186Ah)",4681,КА-00004466,,Аккумуляторная батарея Sprinter XP 12V5300 FT 12V186AH,XP12V5300FT,no,0.95,sig,,new,brand_not_confirmed,rb-1c-review-v1
2846,"Аккумулятор Marathon XL6V180 (AGM, 187Ah)",,КА-00002209,,Аккумуляторная батарея Marathon XL6V180 клемы F1,MARATHONXL6V180,yes,0.95,sig+brand,КА-00002209,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2847,"Аккумулятор Marathon XL6V180 V0 (AGM, 187Ah)",,КА-00002209,,Аккумуляторная батарея Marathon XL6V180 клемы F1,MARATHONXL6V180,yes,0.95,sig+brand,КА-00002209,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2851,"Аккумулятор Leoch DJW 12-18 (AGM, 18Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2852,"Аккумулятор Optimus OP 1218 (AGM, 18Ah)",4663,КА-00000141,,Аккумуляторная батарея GP 12-18 AGM/CONTACT /Вьетнам/,1218AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2853,"Аккумулятор Security Force SF 1218 (AGM, 18Ah)",,КА-00000141,,Аккумуляторная батарея GP 12-18 AGM/CONTACT /Вьетнам/,1218AGM,no,0.85,sig,КА-00003022,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2857,"Аккумулятор Yuasa NP 2.1-12 (AGM, 2.1Ah)",4697,КА-00005320,,"Аккумулятор Ventura HR 1290W (AGM, 21Ah)/ Китай",AGM21AH,no,0.85,sig,КА-00005320,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2862,"Аккумулятор Leoch DJW 12-2.3 (AGM, 2.3Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW122,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2881,"Аккумулятор Sonnenschein A512/200 A для ИБП (GEL, 200Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2900,"Аккумулятор Leoch DJW 12-24 (AGM, 24Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2911,"Аккумулятор Sonnenschein A512/25 G5 для ИБП (GEL, 25Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2914,"Аккумулятор Delta DT 1226 (AGM, 26Ah)",,ФР-00000295,"DTM1226 12В, 26Ач","Delta DT1226 12В, 26Ач Аккумуляторная батарея. Страна ввоза: РФ",DELTADT1226,no,0.95,sig,КА-00002449,differ,brand_not_confirmed,rb-1c-review-v1
2916,"Аккумулятор Delta HRL 12-155W (AGM, 26Ah)",,КА-00003302,,Аккумуляторная батарея HRL 12-155 W (12V28Ah),HRL12155W,yes,0.95,sig+brand,КА-00000259,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2920,"Аккумулятор Leoch DJW 12-26 (AGM, 26Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2921,"Аккумулятор MNB MS 26-12 (AGM, 26Ah)",4656,ФР-00002109,,Аккумулятор MHB MS 26-12,MS2612,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
2922,"Аккумулятор Optimus OP 1226 (AGM, 26Ah)",4663,КА-00000317,,"Аккумуляторная батарея GPL 12-26 AGM/CONTACT, ВЬЕТНАМ",1226AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2926,"Аккумулятор WBR GP 12260 (AGM, 26Ah)",,КА-00005816,,GP12260 WBR Свинцово-кислотный аккумулятор,GP12260,yes,0.6,sig+brand+generic,КА-00005816,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
2927,"Аккумулятор Восток PRO СК-1226 (AGM, 26Ah)",4702,КА-00000317,,"Аккумуляторная батарея GPL 12-26 AGM/CONTACT, ВЬЕТНАМ",1226AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2929,"Аккумулятор Sonnenschein A606/300 V0 для ИБП (GEL, 300Ah)",,КА-00002596,,"Аккумуляторная батарея Sonnenschein A606/200 (6V 4 OPzV200), ИСПАНИЯ",SONNENSCHEINA606,yes,0.95,sig+brand,КА-00002596,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2935,"Аккумулятор Delta HRL 12-26 (AGM, 28Ah)",,КА-00001894,,Аккумуляторная батарея Delta HRL 12-26 Х (12V 28Ah),DELTAHRL1226,yes,0.6,sig+brand+generic,КА-00001894,agree,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2936,"Аккумулятор Leoch DJW 12-28 (AGM, 28Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2937,"Аккумулятор Leoch DJW 12-28H (AGM, 28Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2940,"Аккумулятор Delta DTM 12032 (AGM, 3.2Ah)",,КА-00001062,П1.1.52.29.,Аккумуляторная батарея  DTM12032 Delta /Вьетнам/,DTM12032,no,0.85,sig,КА-00001062,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
2947,"Аккумулятор Leoch DJW 12-3.2 (AGM, 3.2Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2965,"Аккумулятор Sonnenschein A512/30 G6 для ИБП (GEL, 30Ah)",,КА-00003789,,"Аккумуляторная батарея Sonnenschein  A512/200А, ГЕРМАНИЯ",SONNENSCHEINA512,yes,0.95,sig+brand,КА-00003789,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2966,"Аккумулятор Sonnenschein A412/32 F10 для ИБП (GEL, 32Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2967,"Аккумулятор Sonnenschein A412/32 G6 для ИБП (GEL, 32Ah)",,КА-00002856,,"Аккумуляторная батарея Sonnenschein  A412/50, ГЕРМАНИЯ",SONNENSCHEINA412,yes,0.6,sig+brand+generic,КА-00002667,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2972,"Аккумулятор Delta DTM 1233 L (AGM, 33Ah)",,КА-00002593,,Аккумуляторная батарея Delta DTM 1233 L,DELTADTM1233L,yes,0.95,sig+brand,КА-00002816,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2973,"Аккумулятор Delta HRL 12-33 (AGM, 33Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2977,"Аккумулятор Leoch DJW 12-33 (AGM, 33Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2997,"Аккумулятор Yuasa NP 4-6 (AGM, 4Ah)",4697,КА-00003548,,Аккумулятор Yuasa NP4-12 (12V / 4Ah),YUASANP4,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2998,"Аккумулятор Yuasa NP 4-12 (AGM, 4Ah)",,КА-00003548,,Аккумулятор Yuasa NP4-12 (12V / 4Ah),YUASANP412,yes,0.95,sig+brand,КА-00003548,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2999,"Аккумулятор Alarm Force FB 4.5-12 (AGM, 4.5Ah)",4609,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3000,"Аккумулятор CSB GP1245 F2 (AGM, 4.5Ah)",4619,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3002,"Аккумулятор CSB GP645 F2 (AGM, 4.5Ah)",4619,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3004,"Аккумулятор Delta DT 4045 (AGM, 4.5Ah)",,ФР-00001468,О1.2.52.29.,"Аккумуляторная батарея Delta DT 4045 (4V4,5Ah) Страна ввоза: РФ, Страна изготовитель: Китай.",DELTADT4045,yes,0.95,sig+brand,КА-00001502,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3006,"Аккумулятор Delta DTM 12045 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00002148,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3007,"Аккумулятор Delta DTM 6045 (AGM, 4.5Ah)",4622,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3008,"Аккумулятор Delta HR 12-4.5 (AGM, 4.5Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3009,"Аккумулятор Delta HR 6-4.5 (AGM, 4.5Ah)",4622,КА-00001895,,"Аккумуляторная батарея Delta HR 6-12 6В, 12Ач Страна ввоза: РФ.",DELTAHR6,no,0.85,sig,КА-00003890,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3011,"Аккумулятор Fiamm FG20451 (AGM, 4.5Ah)",4634,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3012,"Аккумулятор General Security GS 4.5-12 (AGM, 4.5Ah)",4637,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3013,"Аккумулятор General Security GS 4.5-6 (AGM, 4.5Ah)",4637,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3014,"Аккумулятор General Security GSL 4.5-12 (AGM, 4.5Ah)",4637,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3015,"Аккумулятор General Security GSL 4.5-6 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,ФР-00001735,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3016,"Аккумулятор Leoch DJW 12-4.5 (AGM, 4.5Ah)",,КА-00002491,П1.2.52.44.,"Аккумулятор LEOCH DJW12-2,9 ( 12V 2,9Ah / 12В 2,9Ач )",LEOCHDJW12,yes,0.95,sig+brand,КА-00002491,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
3017,"Аккумулятор Leoch DJW 6-4.5 (AGM, 4.5Ah)",4649,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
