Bitrix ID,Название сайта,Бренд,1С-код,1С-Артикул,1С-Наименование,signature,brand_ok,confidence,method,1С-код(было Cursor),сравнение,exclusion_reasons,selection_rule_version
25314,Источник бесперебойного питания IНЭЛТ Gamma 3KR IN3000RM-GA-KR-KS-TW-IEC,25307,КА-00003883,,ИБП серии GAMMA 3K (IN3000RM-GA-1),IN3000RMGA,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25315,Источник бесперебойного питания IНЭЛТ Gamma 3KR IN3000RM-GA-KR-KS-TW-SCH,25307,КА-00003883,,ИБП серии GAMMA 3K (IN3000RM-GA-1),IN3000RMGA,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25316,Источник бесперебойного питания IНЭЛТ GAMMA 3К 3000VA,,КА-00006872,,Источник бесперебойного питания APC Smart-UPS 3000VA (SMT3000IC) / Китай,3000VA,yes,0.95,sig+brand,КА-00006872,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25318,Источник бесперебойного питания IНЭЛТ Gamma 3KL IN3000RM-GA-KL,25307,КА-00003883,,ИБП серии GAMMA 3K (IN3000RM-GA-1),IN3000RMGA,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25319,Источник бесперебойного питания IНЭЛТ BETA 3К IN3000-ВЕ LCD,25307,КА-00003956,,Источник бесперебойного питания серии SIGMA KS 3К (IN3000-SI-KS),3КIN3000,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25785,"Аккумулятор Ventura GPL 12-7.5 (AGM, 7.5Ah)",,КА-00003668,,"Аккумулятор Ventura GPL 12-7.5, ВЬЕТНАМ",VENTURAGPL127,yes,0.6,sig+brand+generic,КА-00003227,differ,confidence_not_0_95;generic_match_method,rb-1c-review-v1
25786,"Аккумулятор Ventura GPL 12-18 (AGM, 18Ah)",,КА-00003579,,"Аккумулятор Ventura GPL 12-18/AGM, ВЬЕТНАМ",GPL1218AGM,yes,0.95,sig+brand,КА-00000855,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25787,"Аккумулятор Ventura GPL 12-7.2 (AGM, 7.2Ah)",,КА-00001362,О4.3.52.73.,"Аккумуляторная батарея Ventura GPL 12-7.2 (12V 7,2Ah) ВЬЕТНАМ",VENTURAGPL127,yes,0.6,sig+brand+generic,КА-00000252,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25829,"Аккумулятор Leoch FT12-55 (AGM, 55Ah)",4649,КА-00000347,,Аккумуляторная батарея Ritar FT12-55 страна происхождения - Китай,FT1255,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
25833,"Аккумулятор Leoch FT12-100A (AGM, 12V, 100Ah)",4649,КА-00003031,,"Аккумулятор Ventura FT 12-100 (12V100Ah),Китай",12V100AH,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25834,"Аккумулятор Leoch FT12-100H (AGM, 12V, 100Ah)",4649,КА-00003031,,"Аккумулятор Ventura FT 12-100 (12V100Ah),Китай",12V100AH,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25835,"Аккумулятор Leoch FT12-125 (AGM, 12V, 125Ah)",4649,КА-00002317,,Аккумулятор Delta FT 12-125 M,FT12125,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25838,"Аккумулятор Leoch FT12-200 (AGM, 200Ah)",4649,КА-00003906,,"Аккумулятор Ventura  FT 12-200 (12V, 200Ah)",FT12200,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method,rb-1c-review-v1
25937,"Аккумулятор Atlas Battery (LiFePO4, 480Ah, 48V)",25883,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25938,"Аккумулятор Atlas Battery (LiFePO4, 525Ah, 48V)",25883,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25981,"Аккумулятор Kanavno LFP1224 (LiFePO4, 24Ah, 12.8V)",25974,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25982,"Аккумулятор Kanavno LFP1206 (LiFePO4, 6Ah, 12.8V)",25974,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25983,"Аккумулятор Kanavno LFP1208 (LiFePO4, 8Ah, 12.8V)",25974,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25984,"Аккумулятор Kanavno LFP24100 (LiFePO4, 100Ah, 24V)",25974,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25992,"Аккумулятор LiitoKala LFP12100 (LiFePO4, 100Ah, 12.8V)",20378,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25997,"Аккумулятор LITJET PRO 1207 (LiFePO4, 7Ah, 12V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25998,"Аккумулятор LITJET PRO 1212 (LiFePO4, 12Ah, 12V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25999,"Аккумулятор LITJET PRO 1218 (LiFePO4, 18Ah, 12V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26000,"Аккумулятор LITJET PRO 1225 (LiFePO4, 25Ah, 12V)",25996,КА-00001605,,"Аккумулятор LiFePO4 25ah 3,2v",LIFEPO425AH,no,0.95,sig,КА-00001605,agree,brand_not_confirmed,rb-1c-review-v1
26001,"Аккумулятор LITJET PRO 1240 (LiFePO4, 40Ah, 12V)",25996,ФР-00000703,,"Аккум. батарея NP12-40Ah, 12V 40Ah, Китай",40AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
26002,"Аккумулятор LITJET PRO 1275 (LiFePO4, 75Ah, 12V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26003,"Аккумулятор LITJET PRO 2460 (LiFePO4, 60Ah, 24V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26004,"Аккумулятор LITJET PRO 12150 (LiFePO4, 150Ah, 12V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26005,"Аккумулятор LITJET PRO 2480 (LiFePO4, 80Ah, 24V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26006,"Аккумулятор LITJET BLACK 1218 (LiFePO4, 18Ah, 12V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26007,"Аккумулятор LITJET BLACK 1275 (LiFePO4, 75Ah, 12V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26008,"Аккумулятор LITJET BLACK 2480 (LiFePO4, 80Ah, 24V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26009,"Аккумулятор LITJET BLACK 12200 (LiFePO4, 200Ah, 12V)",25996,КА-00005276,,Аккумулятор LiFePO4 200Ah TBB Power M12-200/H,LIFEPO4200AH,no,0.95,sig,КА-00005276,agree,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26010,"Аккумулятор LITJET SMART 12100 (LiFePO4, 100Ah, 12V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26011,"Аккумулятор LITJET SMART 24100 (LiFePO4, 100Ah, 24V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26012,"Аккумулятор LITJET SMART 12200 (LiFePO4, 200Ah, 12V)",25996,КА-00005276,,Аккумулятор LiFePO4 200Ah TBB Power M12-200/H,LIFEPO4200AH,no,0.95,sig,КА-00005276,agree,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26013,"Аккумулятор LITJET SMART 36100 (LiFePO4, 100Ah, 36V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26014,"Аккумулятор LITJET SMART 24150 (LiFePO4, 150Ah, 24V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26015,"Аккумулятор LITJET SMART 24120 (LiFePO4, 120Ah, 24V)",25996,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26017,"Аккумулятор KEPWORTH 12180 (LiFePO4, 180Ah, 12.8V)",26016,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,КА-00006687,differ,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26018,"Аккумулятор KEPWORTH 12300 (LiFePO4, 300Ah, 12.8V)",26016,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,КА-00006687,differ,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26019,"Аккумулятор KEPWORTH 12100 (LiFePO4, 100Ah, 12.8V)",26016,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,КА-00006687,differ,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26020,"Аккумулятор KEPWORTH 12200 (LiFePO4, 200Ah, 12.8V)",26016,КА-00005276,,Аккумулятор LiFePO4 200Ah TBB Power M12-200/H,LIFEPO4200AH,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26021,"Аккумулятор KEPWORTH 1260 (LiFePO4, 60Ah, 12.8V)",26016,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,КА-00006687,differ,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26022,"Аккумулятор KEPWORTH 12120 (LiFePO4, 120Ah, 12.8V)",26016,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,КА-00006687,differ,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26023,"Аккумулятор KEPWORTH 2440 (LiFePO4, 40Ah, 24V)",26016,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,КА-00006687,differ,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26024,"Аккумулятор KEPWORTH 24100 (LiFePO4, 100Ah, 24V)",26016,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,КА-00006687,differ,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26025,"Аккумулятор Delta LFP Plastic 2424 (LiFePO4, 24Ah, 24V)",4622,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26026,"Аккумулятор Delta LFP Plastic 2454 (LiFePO4, 24Ah, 54V)",4622,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26027,"Аккумулятор Delta RTL4810 (LiFePO4, 48V, 10Ah)",4622,КА-00003988,,Аккумулятор LiFEPO4 48V 320ah (подогрев),LIFEPO448V,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26028,"Аккумулятор Delta RTL4820 (LiFePO4, 48V, 20Ah)",4622,КА-00003988,,Аккумулятор LiFEPO4 48V 320ah (подогрев),LIFEPO448V,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26029,"Аккумулятор Delta RTL4840 (LiFePO4, 48V, 40Ah)",4622,КА-00003988,,Аккумулятор LiFEPO4 48V 320ah (подогрев),LIFEPO448V,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26030,"Аккумулятор Delta RTL4850 (LiFePO4, 48V, 50Ah)",4622,КА-00003988,,Аккумулятор LiFEPO4 48V 320ah (подогрев),LIFEPO448V,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26031,"Аккумулятор Delta RTL48100 (LiFePO4, 48V, 100Ah)",4622,КА-00003988,,Аккумулятор LiFEPO4 48V 320ah (подогрев),LIFEPO448V,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26032,"Аккумулятор Delta RTL48150 (LiFePO4, 48V, 150Ah)",4622,КА-00003988,,Аккумулятор LiFEPO4 48V 320ah (подогрев),LIFEPO448V,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26033,"Аккумулятор Delta RTL48200 (LiFePO4, 48V, 200Ah)",4622,КА-00003988,,Аккумулятор LiFEPO4 48V 320ah (подогрев),LIFEPO448V,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26049,"Аккумулятор НЭТЕР LFP4-300-150P13 (LiFePO4, 300Ah, 12V)",25675,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
26050,"Аккумулятор Liitokala LFP12300 (LiFePO4, 300Ah, 12V)",20378,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
