Bitrix ID,Название,Раздел (путь),Ссылка на сайт,Ёмкость (из названия),Напряжение (из названия),Технология (из названия),Бренд? (кандидат),MPN? (кандидат),Цена BYN (бэкап 2026-06-23),Статус цены,В наличии (бэкап),🟥 1С-код (заполнить),🟥 SKU (заполнить)
2844,"Аккумулятор Sprinter XP12V5300FT (AGM, 186Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2844/,186Ah,,AGM,Sprinter,XP12V5300FT,1654,ok,Y,,
2846,"Аккумулятор Marathon XL6V180 (AGM, 187Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2846/,187Ah,,AGM,Marathon,XL6V180,752,ok,Y,,
2847,"Аккумулятор Marathon XL6V180 V0 (AGM, 187Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2847/,187Ah,,AGM,Marathon,XL6V180 V0,759,ok,Y,,
2848,"Аккумулятор Alarm Force FB 18-12 (AGM, 18Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2848/,18Ah,,AGM,Alarm Force,FB 18-12,114.25,ok,Y,,
2849,"Аккумулятор General Security GS 18-12 для ИБП (AGM, 18Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2849/,18Ah,,AGM,General Security,GS 18-12,81,ok,Y,,
2850,"Аккумулятор General Security GSL 18-12 (AGM, 18Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2850/,18Ah,,AGM,General Security,GSL 18-12,96,ok,Y,,
2851,"Аккумулятор Leoch DJW 12-18 (AGM, 18Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2851/,18Ah,,AGM,Leoch,DJW 12-18,65,ok,Y,,
2852,"Аккумулятор Optimus OP 1218 (AGM, 18Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2852/,18Ah,,AGM,Optimus,OP 1218,59,ok,Y,,
2853,"Аккумулятор Security Force SF 1218 (AGM, 18Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2853/,18Ah,,AGM,Security Force,SF 1218,69,ok,Y,,
2854,"Аккумулятор Восток PRO СК-1218 (AGM, 18Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2854/,18Ah,,AGM,Восток,PRO СК-1218,88,ok,Y,,
2855,"Аккумулятор Sprinter XP6V2800 (AGM, 195Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2855/,195Ah,,AGM,Sprinter,XP6V2800,1139,ok,Y,,
2857,"Аккумулятор Yuasa NP 2.1-12 (AGM, 2.1Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2857/,2.1Ah,,AGM,Yuasa,NP 2.1-12,44.5,ok,Y,,
2858,"Аккумулятор Optimus OP 12022 (AGM, 2.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2858/,2.2Ah,,AGM,Optimus,OP 12022,15,ok,Y,,
2859,"Аккумулятор Security Force SF 12022 (AGM, 2.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2859/,2.2Ah,,AGM,Security Force,SF 12022,18,ok,Y,,
2860,"Аккумулятор General Security GS 2.3-12 (AGM, 2.3Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2860/,2.3Ah,,AGM,General Security,GS 2.3-12,25,ok,Y,,
2861,"Аккумулятор General Security GSL 2.3-12 (AGM, 2.3Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2861/,2.3Ah,,AGM,General Security,GSL 2.3-12,24,ok,Y,,
2862,"Аккумулятор Leoch DJW 12-2.3 (AGM, 2.3Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2862/,2.3Ah,,AGM,Leoch,DJW 12-2.3,21.5,ok,Y,,
2865,"Аккумулятор CSB HRL1210W F2FR (AGM, 2.6Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2865/,2.6Ah,,AGM,CSB,HRL1210W F2FR,99,ok,Y,,
2866,"Аккумулятор Fiamm FG20271 (AGM, 2.7Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2866/,2.7Ah,,AGM,Fiamm,FG20271,42.5,ok,Y,,
2867,"Аккумулятор General Security GS 2.8-6 (AGM, 2.8Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2867/,2.8Ah,,AGM,General Security,GS 2.8-6,24,ok,Y,,
2868,"Аккумулятор General Security GSL 2.8-6 (AGM, 2.8Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2868/,2.8Ah,,AGM,General Security,GSL 2.8-6,21,ok,Y,,
2869,"Аккумулятор Leoch DJW 6-2.8 (AGM, 2.8Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2869/,2.8Ah,,AGM,Leoch,DJW 6-2.8,13,ok,Y,,
2870,"Аккумулятор Fiamm 12FLB800 P (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2870/,200Ah,,AGM,Fiamm,12FLB800 P,1365,ok,Y,,
2871,"Аккумулятор Fiamm 12FGL205 (AGM, 205Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2871/,205Ah,,AGM,Fiamm,12FGL205,2160,ok,Y,,
2872,"Аккумулятор Fiamm 4SLA200 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2872/,200Ah,,AGM,Fiamm,4SLA200,642.5,ok,Y,,
2873,"Аккумулятор Fiamm 6FLB800 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2873/,200Ah,,AGM,Fiamm,6FLB800,1034.5,ok,Y,,
2874,"Аккумулятор Fiamm 6SLA200 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2874/,200Ah,,AGM,Fiamm,6SLA200,903,ok,Y,,
2875,"Аккумулятор Fiamm FG2M009 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2875/,200Ah,,AGM,Fiamm,FG2M009,68,ok,Y,,
2876,"Аккумулятор General Security GSL 200-12 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2876/,200Ah,,AGM,General Security,GSL 200-12,1057,ok,Y,,
2877,"Аккумулятор Leoch DJM 12200 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2877/,200Ah,,AGM,Leoch,DJM 12200,991,ok,Y,,
2878,"Аккумулятор Leoch DJM 6200 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2878/,200Ah,,AGM,Leoch,DJM 6200,454,ok,Y,,
2879,"Аккумулятор Marathon M6V200FT (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2879/,200Ah,,AGM,Marathon,M6V200FT,892,ok,Y,,
2880,"Аккумулятор Marathon M6V200FT V0 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2880/,200Ah,,AGM,Marathon,M6V200FT V0,1034,ok,Y,,
2881,"Аккумулятор Sonnenschein A512/200 A для ИБП (GEL, 200Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2881/,200Ah,,GEL,Sonnenschein,A512/200 A,2413,ok,Y,,
2882,"Аккумулятор Sonnenschein Dryfit Solar Block SB 6/200 A для ИБП (GEL, 200Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2882/,200Ah,,GEL,Sonnenschein,Dryfit Solar Block SB 6/200 A,1802,ok,Y,,
2883,"Аккумулятор WBR GPL 122000 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2883/,200Ah,,AGM,WBR,GPL 122000,929,ok,Y,,
2884,"Аккумулятор Yuasa NPL200-6 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2884/,200Ah,,AGM,Yuasa,NPL200-6,1367,ok,Y,,
2885,"Аккумулятор Восток PRO СX-12200 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2885/,200Ah,,AGM,Восток,PRO СX-12200,980,ok,Y,,
2886,"Аккумулятор Восток PRO СК-12200 (AGM, 200Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2886/,200Ah,,AGM,Восток,PRO СК-12200,907.5,ok,Y,,
2888,"Аккумулятор CSB GP12200 (AGM, 20Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2888/,20Ah,,AGM,CSB,GP12200,200,ok,Y,,
2889,"Аккумулятор CSB HRL1280W FR (AGM, 20Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2889/,20Ah,,AGM,CSB,HRL1280W FR,355,ok,Y,,
2890,"Аккумулятор Delta CT 1220 (AGM, 20Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2890/,20Ah,,AGM,Delta,CT 1220,195,ok,Y,,
2891,"Аккумулятор Delta HR 12-80W (AGM, 20Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2891/,20Ah,,AGM,Delta,HR 12-80W,149,ok,Y,,
2892,"Аккумулятор Sonnenschein A412/20 G5 для ИБП (GEL, 20Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2892/,20Ah,,GEL,Sonnenschein,A412/20 G5,313,ok,Y,,
2893,"Аккумулятор Sonnenschein A706/210 для ИБП (GEL, 210Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2893/,210Ah,,GEL,Sonnenschein,A706/210,2143,ok,Y,,
2894,"Аккумулятор Sonnenschein A706/21 для ИБП (GEL, 21Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2894/,21Ah,,GEL,Sonnenschein,A706/21,342,ok,Y,,
2895,"Аккумулятор Yuasa SWL750 (AGM, 23Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2895/,23Ah,,AGM,Yuasa,SWL750,639,ok,Y,,
2896,"Аккумулятор Delta DTM 12230 L (AGM, 230Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2896/,230Ah,,AGM,Delta,DTM 12230 L,1386,ok,Y,,
2897,"Аккумулятор Sonnenschein Dryfit Solar S 12/230 A для ИБП (GEL, 230Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2897/,230Ah,,GEL,Sonnenschein,Dryfit Solar S 12/230 A,1730,ok,Y,,
2898,"Аккумулятор Sonnenschein A704/245 для ИБП (GEL, 245Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2898/,245Ah,,GEL,Sonnenschein,A704/245,2350,ok,Y,,
2899,"Аккумулятор Fiamm 12SLA26 (AGM, 24Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2899/,24Ah,,AGM,Fiamm,12SLA26,317,ok,Y,,
2900,"Аккумулятор Leoch DJW 12-24 (AGM, 24Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2900/,24Ah,,AGM,Leoch,DJW 12-24,119,ok,Y,,
2901,"Аккумулятор Marathon L12V24 (AGM, 24Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2901/,24Ah,,AGM,Marathon,L12V24,317.5,ok,Y,,
2905,"Аккумулятор Yuasa NP 24-12I (AGM, 24Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2905/,24Ah,,AGM,Yuasa,NP 24-12I,245.5,ok,Y,,
2906,"Аккумулятор Yuasa NPL 24-12l (AGM, 24Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2906/,24Ah,,AGM,Yuasa,NPL 24-12l,274,ok,Y,,
2907,"Аккумулятор Delta DTM 12250 L (AGM, 250Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2907/,250Ah,,AGM,Delta,DTM 12250 L,2025,ok,Y,,
2908,"Аккумулятор Leoch DJM 12250 (AGM, 250Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2908/,250Ah,,AGM,Leoch,DJM 12250,1120.5,ok,Y,,
2909,"Аккумулятор MNB MNG 250-12 для ИБП (GEL, 250Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2909/,250Ah,,GEL,MNB,MNG 250-12,1416,ok,Y,,
2910,"Аккумулятор Восток PRO СК-12250 (AGM, 250Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2910/,250Ah,,AGM,Восток,PRO СК-12250,1098,ok,Y,,
2911,"Аккумулятор Sonnenschein A512/25 G5 для ИБП (GEL, 25Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2911/,25Ah,,GEL,Sonnenschein,A512/25 G5,377,ok,Y,,
2912,"Аккумулятор CSB GP12260 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2912/,26Ah,,AGM,CSB,GP12260,199,ok,Y,,
2913,"Аккумулятор CSB GPL12260 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2913/,26Ah,,AGM,CSB,GPL12260,404,ok,Y,,
2914,"Аккумулятор Delta DT 1226 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2914/,26Ah,,AGM,Delta,DT 1226,152,ok,Y,,
2915,"Аккумулятор Delta DTM 1226 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2915/,26Ah,,AGM,Delta,DTM 1226,181,ok,Y,,
2916,"Аккумулятор Delta HRL 12-155W (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2916/,26Ah,,AGM,Delta,HRL 12-155W,172,ok,Y,,
2917,"Аккумулятор Fiamm 12FLB100 P (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2917/,26Ah,,AGM,Fiamm,12FLB100 P,249,ok,Y,,
2918,"Аккумулятор General Security GS 26-12 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2918/,26Ah,,AGM,General Security,GS 26-12,148,ok,Y,,
2919,"Аккумулятор General Security GSL 26-12 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2919/,26Ah,,AGM,General Security,GSL 26-12,,zero_or_invalid,Y,,
2920,"Аккумулятор Leoch DJW 12-26 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2920/,26Ah,,AGM,Leoch,DJW 12-26,130.5,ok,Y,,
2921,"Аккумулятор MNB MS 26-12 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2921/,26Ah,,AGM,MNB,MS 26-12,170,ok,Y,,
2922,"Аккумулятор Optimus OP 1226 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2922/,26Ah,,AGM,Optimus,OP 1226,88,ok,Y,,
2923,"Аккумулятор Security Force SF 1226 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2923/,26Ah,,AGM,Security Force,SF 1226,65.5,ok,Y,,
2924,"Аккумулятор Sprinter P12V600 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2924/,26Ah,,AGM,Sprinter,P12V600,512,ok,Y,,
2926,"Аккумулятор WBR GP 12260 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2926/,26Ah,,AGM,WBR,GP 12260,142.5,ok,Y,,
2927,"Аккумулятор Восток PRO СК-1226 (AGM, 26Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2927/,26Ah,,AGM,Восток,PRO СК-1226,65.5,ok,Y,,
2929,"Аккумулятор Sonnenschein A606/300 V0 для ИБП (GEL, 300Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2929/,300Ah,,GEL,Sonnenschein,A606/300 V0,2765,ok,Y,,
2930,"Аккумулятор Fiamm 12FGL27 (AGM, 27Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2930/,27Ah,,AGM,Fiamm,12FGL27,215,ok,Y,,
2931,"Аккумулятор Fiamm FG22703 (AGM, 27Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2931/,27Ah,,AGM,Fiamm,FG22703,188.5,ok,Y,,
2932,"Аккумулятор Sonnenschein Dryfit Solar S 12/27 G5 для ИБП (GEL, 27Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2932/,27Ah,,GEL,Sonnenschein,Dryfit Solar S 12/27 G5,635,ok,Y,,
2933,"Аккумулятор Sonnenschein A704/280 для ИБП (GEL, 280Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2933/,280Ah,,GEL,Sonnenschein,A704/280,2814,ok,Y,,
2934,"Аккумулятор CSB HRL12110W FR (AGM, 28Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2934/,28Ah,,AGM,CSB,HRL12110W FR,195,ok,Y,,
2935,"Аккумулятор Delta HRL 12-26 (AGM, 28Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2935/,28Ah,,AGM,Delta,HRL 12-26,150,ok,Y,,
2936,"Аккумулятор Leoch DJW 12-28 (AGM, 28Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2936/,28Ah,,AGM,Leoch,DJW 12-28,138,ok,Y,,
2937,"Аккумулятор Leoch DJW 12-28H (AGM, 28Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2937/,28Ah,,AGM,Leoch,DJW 12-28H,,zero_or_invalid,Y,,
2938,"Аккумулятор MNB MМ 28-12 (AGM, 28Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2938/,28Ah,,AGM,MNB,MМ 28-12,179.5,ok,Y,,
2939,"Аккумулятор Fiamm FG10301 (AGM, 3Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2939/,3Ah,,AGM,Fiamm,FG10301,26,ok,Y,,
2940,"Аккумулятор Delta DTM 12032 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2940/,3.2Ah,,AGM,Delta,DTM 12032,43,ok,Y,,
2941,"Аккумулятор Delta DTM 6032 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2941/,3.2Ah,,AGM,Delta,DTM 6032,22,ok,Y,,
2942,"Аккумулятор General Security GS 3.2-12 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2942/,3.2Ah,,AGM,General Security,GS 3.2-12,26,ok,Y,,
2943,"Аккумулятор General Security GS 3.2-6 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2943/,3.2Ah,,AGM,General Security,GS 3.2-6,30,ok,Y,,
2945,"Аккумулятор General Security GSL 3.2-12 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2945/,3.2Ah,,AGM,General Security,GSL 3.2-12,29,ok,Y,,
2946,"Аккумулятор General Security GSL 3.2-6 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2946/,3.2Ah,,AGM,General Security,GSL 3.2-6,23,ok,Y,,
2947,"Аккумулятор Leoch DJW 12-3.2 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2947/,3.2Ah,,AGM,Leoch,DJW 12-3.2,25,ok,Y,,
2948,"Аккумулятор Leoch DJW 6-3.2 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2948/,3.2Ah,,AGM,Leoch,DJW 6-3.2,14,ok,Y,,
2949,"Аккумулятор MNB MS 3.2-6 F1 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2949/,3.2Ah,,AGM,MNB,MS 3.2-6 F1,14.5,ok,Y,,
2950,"Аккумулятор WBR GP 632 (AGM, 3.2Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2950/,3.2Ah,,AGM,WBR,GP 632,14.5,ok,Y,,
2951,"Аккумулятор Delta DT 12032 (AGM, 3.3Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2951/,3.3Ah,,AGM,Delta,DT 12032,32,ok,Y,,
2952,"Аккумулятор Delta DT 6033 (AGM, 3.3Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2952/,3.3Ah,,AGM,Delta,DT 6033,20,ok,Y,,
2953,"Аккумулятор MNB MS 3.3-12 F1 (AGM, 3.3Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2953/,3.3Ah,,AGM,MNB,MS 3.3-12 F1,22,ok,Y,,
2954,"Аккумулятор Fiamm FG20341(AGM, 3.4Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2954/,3.4Ah,,AGM,Fiamm,FG20341,43.5,ok,Y,,
2955,"Аккумулятор Delta DT 4035 (AGM, 3.5Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2955/,3.5Ah,,AGM,Delta,DT 4035,18,ok,Y,,
2960,"Аккумулятор Fiamm FG10381 (AGM, 3.8Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2960/,3.8Ah,,AGM,Fiamm,FG10381,30.5,ok,Y,,
2962,"Аккумулятор CSB HR12120W (AGM, 30Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2962/,30Ah,,AGM,CSB,HR12120W,410,ok,Y,,
2963,"Аккумулятор Delta CT 1230 (AGM, 30Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2963/,30Ah,,AGM,Delta,CT 1230,255,ok,Y,,
2964,"Аккумулятор Fiamm 12SLA30 (AGM, 30Ah)",akkumulyatory/dlya_ibp/agm,https://microchips.by/catalog/akkumulyatory/dlya_ibp/agm/2964/,30Ah,,AGM,Fiamm,12SLA30,14,ok,Y,,
2965,"Аккумулятор Sonnenschein A512/30 G6 для ИБП (GEL, 30Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2965/,30Ah,,GEL,Sonnenschein,A512/30 G6,398,ok,Y,,
2966,"Аккумулятор Sonnenschein A412/32 F10 для ИБП (GEL, 32Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2966/,32Ah,,GEL,Sonnenschein,A412/32 F10,405,ok,Y,,
2967,"Аккумулятор Sonnenschein A412/32 G6 для ИБП (GEL, 32Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2967/,32Ah,,GEL,Sonnenschein,A412/32 G6,392,ok,Y,,
2969,"Аккумулятор Sonnenschein Dryfit Solar S 12/32 G6 для ИБП (GEL, 32Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2969/,32Ah,,GEL,Sonnenschein,Dryfit Solar S 12/32 G6,420,ok,Y,,
2970,"Аккумулятор Sonnenschein Dryfit Solar Block SB 6/330 A для ИБП (GEL, 330Ah)",akkumulyatory/dlya_ibp/gelevye,https://microchips.by/catalog/akkumulyatory/dlya_ibp/gelevye/2970/,330Ah,,GEL,Sonnenschein,Dryfit Solar Block SB 6/330 A,47,ok,Y,,
